pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,p90_uer_threshold,p90_uer18_threshold
517415,2025,Andhra Pradesh,Chittoor,139,1,0,140,578,4010,4588,32.77142857142857,28.642857142857142,19.0,17.304525288376222
517418,2025,Andhra Pradesh,Chittoor,37,2,0,39,152,819,971,24.897435897435898,21.0,19.0,17.304525288376222
517424,2025,Andhra Pradesh,Chittoor,181,13,0,194,926,4510,5436,28.02061855670103,23.24742268041237,19.0,17.304525288376222
517425,2025,Andhra Pradesh,Chittoor,521,32,9,562,3338,13112,16450,29.270462633451956,23.330960854092528,19.0,17.304525288376222
517432,2025,Andhra Pradesh,Chittoor,131,6,2,139,775,3589,4364,31.39568345323741,25.820143884892087,19.0,17.304525288376222
517501,2025,Andhra Pradesh,Chittoor,458,62,5,525,3540,21414,24954,47.53142857142857,40.78857142857143,19.0,17.304525288376222
517502,2025,Andhra Pradesh,Chittoor,32,5,2,39,182,1058,1240,31.794871794871796,27.128205128205128,19.0,17.304525288376222
517503,2025,Andhra Pradesh,Chittoor,58,17,5,80,228,1444,1672,20.9,18.05,19.0,17.304525288376222
517507,2025,Andhra Pradesh,Tirupati,149,29,1,179,855,4392,5247,29.312849162011172,24.536312849162012,19.0,17.304525288376222
517561,2025,Andhra Pradesh,Chittoor,65,15,0,80,214,1489,1703,21.2875,18.6125,19.0,17.304525288376222
517569,2025,Andhra Pradesh,Chittoor,67,8,0,75,222,1341,1563,20.84,17.88,19.0,17.304525288376222
517590,2025,Andhra Pradesh,Chittoor,114,8,1,123,361,2139,2500,20.32520325203252,17.390243902439025,19.0,17.304525288376222
517642,2025,Andhra Pradesh,Chittoor,36,5,4,45,136,843,979,21.755555555555556,18.733333333333334,19.0,17.304525288376222
518001,2025,Andhra Pradesh,Kurnool,376,39,6,421,2009,11224,13233,31.43230403800475,26.660332541567698,19.0,17.304525288376222
518002,2025,Andhra Pradesh,Kurnool,323,38,2,363,2275,11040,13315,36.680440771349865,30.41322314049587,19.0,17.304525288376222
518003,2025,Andhra Pradesh,Kurnool,322,40,0,362,2152,10511,12663,34.98066298342541,29.035911602209946,19.0,17.304525288376222
518124,2025,Andhra Pradesh,Kurnool,184,7,0,191,675,3359,4034,21.12041884816754,17.586387434554975,19.0,17.304525288376222
518222,2025,Andhra Pradesh,Kurnool,341,16,0,357,1476,6951,8427,23.605042016806724,19.470588235294116,19.0,17.304525288376222
518301,2025,Andhra Pradesh,Kurnool,465,46,3,514,1751,10186,11937,23.223735408560312,19.817120622568094,19.0,17.304525288376222
518313,2025,Andhra Pradesh,Kurnool,299,31,0,330,1165,6771,7936,24.048484848484847,20.51818181818182,19.0,17.304525288376222
518385,2025,Andhra Pradesh,Kurnool,79,3,0,82,276,1646,1922,23.4390243902439,20.073170731707318,19.0,17.304525288376222
518468,2025,Andhra Pradesh,Kurnool,122,5,1,128,541,2961,3502,27.359375,23.1328125,19.0,17.304525288376222
518501,2025,Andhra Pradesh,Kurnool,496,35,1,532,2120,10511,12631,23.742481203007518,19.757518796992482,19.0,17.304525288376222
520001,2025,Andhra Pradesh,Krishna,250,27,4,281,717,5524,6241,22.209964412811388,19.658362989323845,19.0,17.304525288376222
520003,2025,Andhra Pradesh,Krishna,126,19,3,148,403,3158,3561,24.06081081081081,21.33783783783784,19.0,17.304525288376222
520004,2025,Andhra Pradesh,Krishna,92,3,2,97,235,1909,2144,22.103092783505154,19.68041237113402,19.0,17.304525288376222
520007,2025,Andhra Pradesh,Krishna,213,20,4,237,890,6251,7141,30.130801687763714,26.37552742616034,19.0,17.304525288376222
520011,2025,Andhra Pradesh,Krishna,59,7,0,66,212,1509,1721,26.075757575757574,22.863636363636363,19.0,17.304525288376222
520012,2025,Andhra Pradesh,Krishna,234,14,3,251,1093,7369,8462,33.713147410358566,29.358565737051794,19.0,17.304525288376222
520013,2025,Andhra Pradesh,N. T. R,149,16,1,166,371,3082,3453,20.801204819277107,18.566265060240966,19.0,17.304525288376222
520015,2025,Andhra Pradesh,N. T. R,275,20,0,295,970,7254,8224,27.877966101694916,24.589830508474577,19.0,17.304525288376222
521101,2025,Andhra Pradesh,Krishna,56,13,1,70,288,1971,2259,32.27142857142857,28.15714285714286,19.0,17.304525288376222
521105,2025,Andhra Pradesh,Krishna,106,11,0,117,228,2102,2330,19.914529914529915,17.965811965811966,19.0,17.304525288376222
521108,2025,Andhra Pradesh,Krishna,89,14,1,104,434,2646,3080,29.615384615384617,25.442307692307693,19.0,17.304525288376222
521110,2025,Andhra Pradesh,Krishna,34,0,2,36,62,730,792,22.0,20.27777777777778,19.0,17.304525288376222
521111,2025,Andhra Pradesh,Krishna,44,3,0,47,87,960,1047,22.27659574468085,20.425531914893618,19.0,17.304525288376222
521121,2025,Andhra Pradesh,Krishna,60,2,0,62,161,1187,1348,21.741935483870968,19.14516129032258,19.0,17.304525288376222
521137,2025,Andhra Pradesh,Krishna,73,8,4,85,410,3234,3644,42.870588235294115,38.04705882352941,19.0,17.304525288376222
521139,2025,Andhra Pradesh,Krishna,34,3,1,38,124,905,1029,27.07894736842105,23.81578947368421,19.0,17.304525288376222
521151,2025,Andhra Pradesh,Krishna,86,11,1,98,429,2927,3356,34.244897959183675,29.867346938775512,19.0,17.304525288376222
521165,2025,Andhra Pradesh,Krishna,70,8,1,79,218,1556,1774,22.455696202531644,19.696202531645568,19.0,17.304525288376222
521175,2025,Andhra Pradesh,Krishna,146,15,0,161,484,3380,3864,24.0,20.993788819875775,19.0,17.304525288376222
521182,2025,Andhra Pradesh,Krishna,56,0,0,56,136,1110,1246,22.25,19.821428571428573,19.0,17.304525288376222
521185,2025,Andhra Pradesh,Krishna,233,19,4,256,847,5380,6227,24.32421875,21.015625,19.0,17.304525288376222
521214,2025,Andhra Pradesh,Krishna,64,6,1,71,176,1291,1467,20.661971830985916,18.183098591549296,19.0,17.304525288376222
521225,2025,Andhra Pradesh,Krishna,76,10,0,86,203,1709,1912,22.232558139534884,19.872093023255815,19.0,17.304525288376222
521301,2025,Andhra Pradesh,Krishna,164,13,2,179,1067,7530,8597,48.02793296089386,42.06703910614525,19.0,17.304525288376222
521324,2025,Andhra Pradesh,Krishna,111,12,0,123,449,3087,3536,28.747967479674795,25.097560975609756,19.0,17.304525288376222
521401,2025,Andhra Pradesh,Krishna,48,8,2,58,146,1407,1553,26.775862068965516,24.25862068965517,19.0,17.304525288376222
522001,2025,Andhra Pradesh,Guntur,296,36,2,334,1815,12861,14676,43.94011976047904,38.5059880239521,19.0,17.304525288376222
522003,2025,Andhra Pradesh,Guntur,202,14,0,216,1229,7724,8953,41.449074074074076,35.75925925925926,19.0,17.304525288376222
522004,2025,Andhra Pradesh,Guntur,182,16,2,200,932,5294,6226,31.13,26.47,19.0,17.304525288376222
522005,2025,Andhra Pradesh,Guntur,125,23,2,150,685,4552,5237,34.913333333333334,30.346666666666668,19.0,17.304525288376222
522006,2025,Andhra Pradesh,Guntur,131,18,6,155,1196,8737,9933,64.08387096774193,56.36774193548387,19.0,17.304525288376222
522007,2025,Andhra Pradesh,Guntur,57,7,1,65,171,1310,1481,22.784615384615385,20.153846153846153,19.0,17.304525288376222
522034,2025,Andhra Pradesh,Guntur,96,5,1,102,351,2370,2721,26.676470588235293,23.235294117647058,19.0,17.304525288376222
522101,2025,Andhra Pradesh,Guntur,176,26,1,203,632,4455,5087,25.059113300492612,21.945812807881772,19.0,17.304525288376222
522111,2025,Andhra Pradesh,Guntur,79,14,2,95,292,1649,1941,20.431578947368422,17.357894736842105,19.0,17.304525288376222
522124,2025,Andhra Pradesh,Guntur,144,12,0,156,492,4174,4666,29.91025641025641,26.756410256410255,19.0,17.304525288376222
522201,2025,Andhra Pradesh,Guntur,188,24,4,216,1307,9920,11227,51.976851851851855,45.925925925925924,19.0,17.304525288376222
522202,2025,Andhra Pradesh,Guntur,72,7,3,82,141,1643,1784,21.75609756097561,20.036585365853657,19.0,17.304525288376222
522237,2025,Andhra Pradesh,Guntur,38,2,1,41,122,822,944,23.024390243902438,20.048780487804876,19.0,17.304525288376222
522262,2025,Andhra Pradesh,Guntur,57,4,0,61,152,1201,1353,22.18032786885246,19.688524590163933,19.0,17.304525288376222
522264,2025,Andhra Pradesh,Guntur,29,4,0,33,118,697,815,24.696969696969695,21.12121212121212,19.0,17.304525288376222
522265,2025,Andhra Pradesh,Guntur,114,9,0,123,626,3666,4292,34.89430894308943,29.804878048780488,19.0,17.304525288376222
522304,2025,Andhra Pradesh,Guntur,28,5,1,34,70,716,786,23.11764705882353,21.058823529411764,19.0,17.304525288376222
522402,2025,Andhra Pradesh,Palnadu,85,10,1,96,270,1922,2192,22.833333333333332,20.020833333333332,19.0,17.304525288376222
522413,2025,Andhra Pradesh,Guntur,301,29,0,330,904,5887,6791,20.578787878787878,17.83939393939394,19.0,17.304525288376222
522501,2025,Andhra Pradesh,Guntur,188,14,0,202,588,4399,4987,24.68811881188119,21.777227722772277,19.0,17.304525288376222
522503,2025,Andhra Pradesh,Guntur,320,29,1,350,1225,8827,10052,28.72,25.22,19.0,17.304525288376222
522549,2025,Andhra Pradesh,Guntur,78,3,0,81,159,1403,1562,19.28395061728395,17.320987654320987,19.0,17.304525288376222
522615,2025,Andhra Pradesh,Guntur,172,18,0,190,441,3415,3856,20.294736842105262,17.973684210526315,19.0,17.304525288376222
522616,2025,Andhra Pradesh,Palnadu,210,19,1,230,1144,7214,8358,36.33913043478261,31.36521739130435,19.0,17.304525288376222
522647,2025,Andhra Pradesh,Guntur,240,18,2,260,922,4871,5793,22.28076923076923,18.734615384615385,19.0,17.304525288376222
523001,2025,Andhra Pradesh,Prakasam,232,43,2,277,1196,8808,10004,36.11552346570397,31.79783393501805,19.0,17.304525288376222
523002,2025,Andhra Pradesh,Prakasam,44,12,1,57,145,1046,1191,20.894736842105264,18.350877192982455,19.0,17.304525288376222
523108,2025,Andhra Pradesh,Prakasam,79,11,1,91,290,1653,1943,21.35164835164835,18.164835164835164,19.0,17.304525288376222
523112,2025,Andhra Pradesh,Prakasam,67,13,0,80,221,1817,2038,25.475,22.7125,19.0,17.304525288376222
523155,2025,Andhra Pradesh,Prakasam,46,10,1,57,166,1255,1421,24.92982456140351,22.017543859649123,19.0,17.304525288376222
523157,2025,Andhra Pradesh,Prakasam,106,10,1,117,387,3037,3424,29.264957264957264,25.957264957264957,19.0,17.304525288376222
523180,2025,Andhra Pradesh,Prakasam,33,6,0,39,80,1217,1297,33.256410256410255,31.205128205128204,19.0,17.304525288376222
523211,2025,Andhra Pradesh,Prakasam,65,6,1,72,153,1411,1564,21.72222222222222,19.59722222222222,19.0,17.304525288376222
523247,2025,Andhra Pradesh,Prakasam,172,29,0,201,658,3504,4162,20.70646766169154,17.432835820895523,19.0,17.304525288376222
523252,2025,Andhra Pradesh,Prakasam,25,12,0,37,100,753,853,23.054054054054053,20.35135135135135,19.0,17.304525288376222
523254,2025,Andhra Pradesh,Prakasam,31,7,0,38,105,667,772,20.31578947368421,17.55263157894737,19.0,17.304525288376222
523260,2025,Andhra Pradesh,Prakasam,56,8,0,64,231,1644,1875,29.296875,25.6875,19.0,17.304525288376222
523272,2025,Andhra Pradesh,Prakasam,63,11,0,74,107,1392,1499,20.256756756756758,18.81081081081081,19.0,17.304525288376222
523281,2025,Andhra Pradesh,Prakasam,65,25,2,92,118,1704,1822,19.804347826086957,18.52173913043478,19.0,17.304525288376222
523301,2025,Andhra Pradesh,Prakasam,140,8,0,148,328,2698,3026,20.445945945945947,18.22972972972973,19.0,17.304525288376222
523330,2025,Andhra Pradesh,Prakasam,60,8,0,68,295,1291,1586,23.323529411764707,18.985294117647058,19.0,17.304525288376222
523335,2025,Andhra Pradesh,Prakasam,28,3,0,31,82,664,746,24.06451612903226,21.419354838709676,19.0,17.304525288376222
524001,2025,Andhra Pradesh,Nellore,154,33,6,193,450,3423,3873,20.067357512953368,17.735751295336787,19.0,17.304525288376222
524002,2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,346,89,24,459,1045,8336,9381,20.437908496732025,18.161220043572985,19.0,17.304525288376222
530001,2025,Andhra Pradesh,Visakhapatnam,165,5,2,172,772,6348,7120,41.395348837209305,36.906976744186046,19.0,17.304525288376222
530002,2025,Andhra Pradesh,Visakhapatnam,51,7,1,59,157,1192,1349,22.864406779661017,20.203389830508474,19.0,17.304525288376222
530004,2025,Andhra Pradesh,Visakhapatnam,57,1,0,58,204,1491,1695,29.224137931034484,25.70689655172414,19.0,17.304525288376222
530012,2025,Andhra Pradesh,Visakhapatnam,80,0,1,81,395,2837,3232,39.901234567901234,35.02469135802469,19.0,17.304525288376222
530013,2025,Andhra Pradesh,Visakhapatnam,81,5,2,88,344,3229,3573,40.60227272727273,36.69318181818182,19.0,17.304525288376222
530017,2025,Andhra Pradesh,Visakhapatnam,139,11,4,154,990,6804,7794,50.61038961038961,44.18181818181818,19.0,17.304525288376222
530026,2025,Andhra Pradesh,Visakhapatnam,158,9,0,167,1503,9548,11051,66.17365269461078,57.17365269461078,19.0,17.304525288376222
530027,2025,Andhra Pradesh,Visakhapatnam,156,8,0,164,480,3764,4244,25.878048780487806,22.951219512195124,19.0,17.304525288376222
530028,2025,Andhra Pradesh,Visakhapatnam,28,2,0,30,64,618,682,22.733333333333334,20.6,19.0,17.304525288376222
530040,2025,Andhra Pradesh,Visakhapatnam,152,3,0,155,398,2948,3346,21.587096774193547,19.019354838709678,19.0,17.304525288376222
530041,2025,Andhra Pradesh,Visakhapatnam,76,12,1,89,263,2053,2316,26.02247191011236,23.06741573033708,19.0,17.304525288376222
530044,2025,Andhra Pradesh,Visakhapatnam,113,5,0,118,803,4956,5759,48.80508474576271,42.0,19.0,17.304525288376222
530046,2025,Andhra Pradesh,Visakhapatnam,163,11,0,174,1178,6613,7791,44.775862068965516,38.00574712643678,19.0,17.304525288376222
530048,2025,Andhra Pradesh,Visakhapatnam,126,8,2,136,583,3713,4296,31.58823529411765,27.301470588235293,19.0,17.304525288376222
530051,2025,Andhra Pradesh,Visakhapatnam,55,6,0,61,153,1125,1278,20.950819672131146,18.442622950819672,19.0,17.304525288376222
531019,2025,Andhra Pradesh,Anakapalli,38,1,0,39,123,795,918,23.53846153846154,20.384615384615383,19.0,17.304525288376222
531055,2025,Andhra Pradesh,Visakhapatnam,191,6,2,199,560,3793,4353,21.87437185929648,19.060301507537687,19.0,17.304525288376222
531075,2025,Andhra Pradesh,Visakhapatnam,50,0,0,50,67,900,967,19.34,18.0,19.0,17.304525288376222
531114,2025,Andhra Pradesh,Visakhapatnam,102,3,0,105,387,2712,3099,29.514285714285716,25.82857142857143,19.0,17.304525288376222
531162,2025,Andhra Pradesh,Visakhapatnam,162,4,0,166,809,4408,5217,31.427710843373493,26.55421686746988,19.0,17.304525288376222
531163,2025,Andhra Pradesh,Visakhapatnam,116,5,0,121,530,3221,3751,31.0,26.619834710743802,19.0,17.304525288376222
531173,2025,Andhra Pradesh,Visakhapatnam,183,7,1,191,518,4025,4543,23.785340314136125,21.073298429319372,19.0,17.304525288376222
532001,2025,Andhra Pradesh,Srikakulam,159,9,0,168,1071,6995,8066,48.01190476190476,41.63690476190476,19.0,17.304525288376222
532005,2025,Andhra Pradesh,Srikakulam,52,0,0,52,164,1011,1175,22.596153846153847,19.442307692307693,19.0,17.304525288376222
532122,2025,Andhra Pradesh,Srikakulam,60,2,0,62,287,1494,1781,28.725806451612904,24.096774193548388,19.0,17.304525288376222
532127,2025,Andhra Pradesh,Srikakulam,141,3,0,144,813,4122,4935,34.270833333333336,28.625,19.0,17.304525288376222
532148,2025,Andhra Pradesh,Srikakulam,56,1,0,57,257,991,1248,21.894736842105264,17.385964912280702,19.0,17.304525288376222
532168,2025,Andhra Pradesh,Srikakulam,128,0,0,128,742,3022,3764,29.40625,23.609375,19.0,17.304525288376222
532185,2025,Andhra Pradesh,Srikakulam,146,8,0,154,942,5976,6918,44.922077922077925,38.8051948051948,19.0,17.304525288376222
532195,2025,Andhra Pradesh,Srikakulam,112,1,0,113,597,2916,3513,31.088495575221238,25.805309734513273,19.0,17.304525288376222
532201,2025,Andhra Pradesh,Srikakulam,195,9,1,205,1526,6741,8267,40.326829268292684,32.88292682926829,19.0,17.304525288376222
532211,2025,Andhra Pradesh,Srikakulam,47,1,0,48,263,1081,1344,28.0,22.520833333333332,19.0,17.304525288376222
532212,2025,Andhra Pradesh,Srikakulam,55,2,0,57,248,1048,1296,22.736842105263158,18.385964912280702,19.0,17.304525288376222
532213,2025,Andhra Pradesh,Srikakulam,68,2,1,71,318,1308,1626,22.901408450704224,18.422535211267604,19.0,17.304525288376222
532214,2025,Andhra Pradesh,Srikakulam,55,4,0,59,427,1724,2151,36.45762711864407,29.220338983050848,19.0,17.304525288376222
532218,2025,Andhra Pradesh,Srikakulam,72,2,0,74,342,1699,2041,27.58108108108108,22.95945945945946,19.0,17.304525288376222
532220,2025,Andhra Pradesh,Srikakulam,61,1,0,62,261,1293,1554,25.06451612903226,20.85483870967742,19.0,17.304525288376222
532221,2025,Andhra Pradesh,Srikakulam,97,3,0,100,381,2538,2919,29.19,25.38,19.0,17.304525288376222
532222,2025,Andhra Pradesh,Srikakulam,96,10,1,107,359,2311,2670,24.953271028037385,21.598130841121495,19.0,17.304525288376222
532242,2025,Andhra Pradesh,Srikakulam,54,3,0,57,219,1323,1542,27.05263157894737,23.210526315789473,19.0,17.304525288376222
532243,2025,Andhra Pradesh,Srikakulam,65,5,0,70,185,1374,1559,22.271428571428572,19.62857142857143,19.0,17.304525288376222
532264,2025,Andhra Pradesh,Srikakulam,53,1,0,54,387,1879,2266,41.96296296296296,34.7962962962963,19.0,17.304525288376222
532284,2025,Andhra Pradesh,Srikakulam,50,1,0,51,606,2471,3077,60.333333333333336,48.450980392156865,19.0,17.304525288376222
532290,2025,Andhra Pradesh,Srikakulam,56,4,0,60,223,1206,1429,23.816666666666666,20.1,19.0,17.304525288376222
532291,2025,Andhra Pradesh,Srikakulam,38,1,1,40,106,736,842,21.05,18.4,19.0,17.304525288376222
532292,2025,Andhra Pradesh,Srikakulam,48,0,0,48,333,878,1211,25.229166666666668,18.291666666666668,19.0,17.304525288376222
532312,2025,Andhra Pradesh,Srikakulam,173,2,0,175,1669,7059,8728,49.87428571428571,40.33714285714286,19.0,17.304525288376222
532401,2025,Andhra Pradesh,Srikakulam,62,1,0,63,391,1879,2270,36.03174603174603,29.825396825396826,19.0,17.304525288376222
532403,2025,Andhra Pradesh,Srikakulam,73,4,0,77,1048,3776,4824,62.64935064935065,49.03896103896104,19.0,17.304525288376222
532405,2025,Andhra Pradesh,Srikakulam,38,2,0,40,203,819,1022,25.55,20.475,19.0,17.304525288376222
532406,2025,Andhra Pradesh,Srikakulam,33,0,0,33,142,698,840,25.454545454545453,21.151515151515152,19.0,17.304525288376222
532407,2025,Andhra Pradesh,Srikakulam,130,4,0,134,2181,6443,8624,64.35820895522389,48.082089552238806,19.0,17.304525288376222
532408,2025,Andhra Pradesh,Srikakulam,43,1,0,44,176,921,1097,24.931818181818183,20.931818181818183,19.0,17.304525288376222
532409,2025,Andhra Pradesh,Srikakulam,43,0,0,43,344,1060,1404,32.651162790697676,24.651162790697676,19.0,17.304525288376222
532410,2025,Andhra Pradesh,Srikakulam,47,2,0,49,172,1042,1214,24.775510204081634,21.26530612244898,19.0,17.304525288376222
532421,2025,Andhra Pradesh,Srikakulam,106,1,2,109,677,4147,4824,44.25688073394495,38.04587155963303,19.0,17.304525288376222
532426,2025,Andhra Pradesh,Srikakulam,30,2,0,32,244,935,1179,36.84375,29.21875,19.0,17.304525288376222
532427,2025,Andhra Pradesh,Srikakulam,39,0,0,39,214,885,1099,28.17948717948718,22.692307692307693,19.0,17.304525288376222
532432,2025,Andhra Pradesh,Srikakulam,37,0,0,37,187,983,1170,31.62162162162162,26.56756756756757,19.0,17.304525288376222
532440,2025,Andhra Pradesh,Parvathipuram Manyam,135,1,0,136,665,4186,4851,35.669117647058826,30.779411764705884,19.0,17.304525288376222
532443,2025,Andhra Pradesh,Srikakulam,64,5,0,69,450,1603,2053,29.753623188405797,23.231884057971016,19.0,17.304525288376222
532445,2025,Andhra Pradesh,Srikakulam,63,2,0,65,302,1395,1697,26.107692307692307,21.46153846153846,19.0,17.304525288376222
532455,2025,Andhra Pradesh,Srikakulam,92,5,0,97,640,2316,2956,30.47422680412371,23.876288659793815,19.0,17.304525288376222
532458,2025,Andhra Pradesh,Srikakulam,79,1,0,80,309,1651,1960,24.5,20.6375,19.0,17.304525288376222
